;question_ID;question;full_question_ID;list_answer_options;list_answer_no_refusal;len_answer_options;odd_answer_options;list_answer_no_middle;list_answer_middle;original_emotional_prime;original_personality_prime;list_answer_options_reversed;_merge;question_typo;question_letter_swap;question_synonym;question_paraphrased;question_keyboardtypo;selected
51;Q49;Satisfaction with your life All things considered, how satisfied are you with your life as a whole these days? ;Q49;"['10.- Completely satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Completely dissatisfied     ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available', ""-1=Don't know""]";"['10.- Completely satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Completely dissatisfied     ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available']";22;FALSE;"['10.- Completely satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Completely dissatisfied     ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available', ""-1=Don't know""]";"['10- Completely satisfied ', '9- ', '9 ', '8- ', '8 ', '7- ', '7 ', '6- ', '6 ', '5- ', '5 ', '4- ', '4 ', '3- ', '3 ', '2- ', '2 ', '1- Completely dissatisfied     ', '0- Neutral ', '-1-- Don´t know ', '-2-- No answer ', '-4-- Not asked ', '-5-- Missing; Not available', '-1=Don't know']";"[10.- Completely satisfied , 9.- , 9 , 8.- , 8 , 7.- , 7 , 6.- , 6 , 5.- , 5 , 4.- , 4 , 3.- , 3 , 2.- , 2 , 1.- Completely dissatisfied     , -1-.- Don´t know , -2-.- No answer , -4-.- Not asked , -5-.- Missing; Not available, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[10.- Completely satisfied , 9.- , 9 , 8.- , 8 , 7.- , 7 , 6.- , 6 , 5.- , 5 , 4.- , 4 , 3.- , 3 , 2.- , 2 , 1.- Completely dissatisfied     , -1-.- Don´t know , -2-.- No answer , -4-.- Not asked , -5-.- Missing; Not available, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '-5-.- Missing; Not available', '-4-.- Not asked ', '-2-.- No answer ', '-1-.- Don´t know ', '1.- Completely dissatisfied     ', '2 ', '2.- ', '3 ', '3.- ', '4 ', '4.- ', '5 ', '5.- ', '6 ', '6.- ', '7 ', '7.- ', '8 ', '8.- ', '9 ', '9.- ', '10.- Completely satisfied ']";both;Satisfaction witf your liee All thingb cmnsidered, hpw satisfied are aou with yaur life as a wmole these days?;Satisfaction with rouy life All things considered, how satisfied are you with your life as a eholw tsehe days?; Contentment with your existence All things considered, how pleased are you with your life as a whole these days?    ;How content are you with your overall life at this point in time, taking everything into account?  ;Satisfaction woth ypur kife All things consudered, how satisfied are you eith your lofe as a whole these days?;0
52;Q50;Satisfaction with financial situation of household How satisfied are you with the financial situation of your household? Ifameans you are completely dissatisfied on this scale, andofmeans you are completely satisfied, where would you put your satisfaction with your householda financial situation? ;Q50;"['10.- Satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Dissatisfied ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown', ""-1=Don't know""]";"['10.- Satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Dissatisfied ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown']";22;FALSE;"['10.- Satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Dissatisfied ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown', ""-1=Don't know""]";"['10- Satisfied ', '9- ', '9 ', '8- ', '8 ', '7- ', '7 ', '6- ', '6 ', '5- ', '5 ', '4- ', '4 ', '3- ', '3 ', '2- ', '2 ', '1- Dissatisfied ', '0- Neutral', '-1- Don´t know ', '-2- No answer ', '-4- Not asked ', '-5- Missing; Unknown', '-1=Don't know']";"[10.- Satisfied , 9.- , 9 , 8.- , 8 , 7.- , 7 , 6.- , 6 , 5.- , 5 , 4.- , 4 , 3.- , 3 , 2.- , 2 , 1.- Dissatisfied , -1-.- Don´t know , -2-.- No answer , -4-.- Not asked , -5-.- Missing; Unknown, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[10.- Satisfied , 9.- , 9 , 8.- , 8 , 7.- , 7 , 6.- , 6 , 5.- , 5 , 4.- , 4 , 3.- , 3 , 2.- , 2 , 1.- Dissatisfied , -1-.- Don´t know , -2-.- No answer , -4-.- Not asked , -5-.- Missing; Unknown, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '-5-.- Missing; Unknown', '-4-.- Not asked ', '-2-.- No answer ', '-1-.- Don´t know ', '1.- Dissatisfied ', '2 ', '2.- ', '3 ', '3.- ', '4 ', '4.- ', '5 ', '5.- ', '6 ', '6.- ', '7 ', '7.- ', '8 ', '8.- ', '9 ', '9.- ', '10.- Satisfied ']";both;Satisfaction with financial oituation of househdld How satisfizd are you hith the fidancial situaaion qf wour household? Ifameans yop are completely dissatisfied om thix scale, andofmeans you ape completely satisfied, where would yos pul yjur satisfaction with youa hcuseholda finahcial vituation?;Satisfaction with financial situation of household How satisfied are you with the financial tisuation fo your housoheld? Ifameans uoy are completely idssatisfied no this scale, andofmeans oyu are completely satisfied, where would you upt your satisfaction wtih your householda financial situation?; Contentment with fiscal state of household How content are you with the fiscal state of your household? Ifameans you are utterly dissatisfied on this scale, andofmeans you are utterly satisfied, where would you place your contentment with your householda fiscal situation?    ;How content are you with your household's financial situation?  On a scale where 1 represents complete dissatisfaction and 10 represents complete satisfaction, where would you place your level of contentment?  ;Satisfacrion with financial situation od housejold How satisfied are you with yhe financiak situation pf yiur household? Ifameans you are cimpletely dissatisfied om this scale, andofmeans ypu arw completelt aatisfied, qhere would you out yoyr satisfavtion eith your householda fonancial sotuation?;0
53;Q51;Frequency youfamilylast of monthGone without enough food to eat In the last of months, how often have you or your family: Gone without enough food to eat;Q51;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never'];4;FALSE;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often', '2=Occasionally', '3=Rarely', '4=Never', '-1=Don't know'];"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Never', '3=Rarely ', '2=Sometimes ', '1=Often ']";both;orequency youfamilylast of monthGone withott entugh good to eay In the mast oh months, hom often havr you or yoor family: Gone witholt enorgh foon to eat;Frequency youfamilylast of monthGone without enouhg oofd to eat In eht last of months, how often eavh oyu ro your family: Gone without enough food to eat;  Recurrence  youfamilylast of month Departed  without  adequate  food to eat In the  final  of months, how often have you or your family:  Left  without enough food to eat   ;How frequently, in the past month, have you or your family gone without enough food to eat?  ;Frequency youfanilylast od monthGpne without eniugh foof to eat In yhe last og months, how often havw you oe your damily: Gone withput enough foof to eat;0
54;Q52;Frequency youfamilylast of monthFelt unsafe from crime in your own home In the last of months, how often have you or your family: Felt unsafe from crime in your own home;Q52;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never'];4;FALSE;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often', '2=Sometimes', '3=Occasionally', '4=Rarely', '5=Never', '-1=Don't know'];"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Never', '3=Rarely ', '2=Sometimes ', '1=Often ']";both;Frequency youfamijylast if monthFelt unsafe from rrime in youa kwn homq wn tke latt og mznths, how octen have you or your family: Felt uncafe from crbme in yobr own home;Frequency youfamilylast of monthFelt unsafe from cirme ni your own home In eht tasl fo months, how often have oyu or your family: Ftle unsafe from crime in your own home; Regularity youfamilylast of monthFelt insecure from offense in your own home In the last of months, how often have you or your family: Felt insecure from offense in your own home   ;How frequently did you or your family feel unsafe from crime in your own home during the past month?  ;Frequency youfamilylast of monthFelt unsafe from crimr in youe oen home In the laat of monyhs, how oftrn havw uou ir uour famiky: Felt unssfe fron crime in yiur own hone;0
55;Q53;Frequency youfamilylast of monthGone without needed medicine or treatment that you needed In the last of months, how often have you or your family: Gone without needed medicine or treatment that you needed;Q53;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never'];4;FALSE;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Frequently ', '3=Sometimes ', '4=Rarely ', '5=Never', '-1=Don't know'];"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Never', '3=Rarely ', '2=Sometimes ', '1=Often ']";both;Frequencz youfamilylast or monthGvne without needgd medicike og treatment thar yau needed Id the lxst of months, how owten have you or rour familyz Gonh without needed medicine ar treatment qhat you needed;Frequency youfamilylast of monthGone witohut needed medicine ro treatment that uoy needed nI the last fo months, how nfteo have you or your family: eonG without needed medicine or treatment thta you needed;  Regularity  you  familylast  of  monthGone  without  required  medicine or  therapy  that you  needed  In the last of months, how often have you or your family:  Gone  without  required  medicine or  therapy  that you  needed    ;Over the past month, how often have you or your family members gone without necessary medication or medical care?  ;Frequency toufamilylast of nonthGone withour nerded medicine pr treatment that yoi needes Im thr last of months, hiw ofteb have you or your family: Gone without needed medixine ir treayment that you needed;0
56;Q54;Frequency youfamilylast of monthGone without a cash income In the last of months, how often have you or your family: Gone without a cash income;Q54;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never'];4;FALSE;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Sometimes ', '3=Occasionally ', '4=Rarely ', '5=Never', '-1=Don't know'];"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Never', '3=Rarely ', '2=Sometimes ', '1=Often ']";both;Frequgncy youfamilylasb uf monthGoae without a cash income In the last ok menths, how often bave you or yokr fvmily: zone without a cxsh income;Frequency ylufamilyoast of monthGone without a cash income nI teh last of months, how often hvae yuo ro your family: Gone without a cash income;  Regularity  youfamilylast of month Departed  without a cash income In the last of months, how often have you or your family:  Left  without a cash income   ;How often did you or your family go without a cash income in the past few months?  ;Frequency youfamilyladt of momthGone withput a cash income In rhe last of nonths, jow oftwn have you oe uour family: Gobe without a cash invome;0
57;Q55;In the last of month, how often have you or your family: Gone without a safe shelter over your head In the last of months, how often have you or your family: Gone without a safe shelter over your head;Q55;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never'];4;FALSE;"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', ""-1=Don't know""]";['1=Often ', '2=Occasionally ', '3=Sometimes ', '4=Rarely ', '5=Never', '-1=Don't know'];"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Often , 2=Sometimes , 3=Rarely , 4=Never, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Never', '3=Rarely ', '2=Sometimes ', '1=Often ']";both;In the last oz montb, how often hwve you or your fzmily: Goee without a scfe shflter over your head Ig the labt of monthsk how oyten save jou xr yorr family: Gone without a safe sheltew over ybur hwad;In the last fo monht, how often have yuo or oyur family: Goen without a safe shelter over your head In the lats of months, how often have you or yuor famiyl: Gone without a safe shelter over rouy head;In the  final  of month, how  frequently  have you or your family:  Departed  without a  secure  shelter over your head In the  final  of months, how  frequently  have you or your family:  Departed  without a  secure  shelter over your head  ;How frequently in the past month have you or your family experienced homelessness?  ;In the kast of month, hpw often have you oe yoir family: Gobe withouy a ssfe shelrer over yoir head In tge lasy of months, how often hsve you pr your family: Gonr withoit a dafe shelrer ovee your head;0
58;Q56;Standard of living comparing with your parents Comparing your standard of living with your parentsstandard of living when they were about your age, would you say that you are better off, worse off or about the same? ;Q56;"['1=Better off ', '2=Worse off ', '3=Or about the same', ""-1=Don't know""]";['1=Better off ', '2=Worse off ', '3=Or about the same'];3;TRUE;"['1=Better off ', '3=Or about the same', ""-1=Don't know""]";['1=Better off ', '2=Worse off ', '3=Or about the same', '-1=Don't know'];"[1=Better off , 2=Worse off , 3=Or about the same, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Better off , 2=Worse off , 3=Or about the same, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Or about the same', '2=Worse off ', '1=Better off ']";both;Stkndard of living comparing with your parrnts Comparing your standarg oy lyving qith youl pahentsstandard om living when jhey wese abouc yqur age, wuuld eou say that you are bettjr yff, worse off or avout the same?;Stdnaard of living comparing with your ptrenas Comparing your standdra of living with your parentsstandard fo living when they wree about your age, would uoy say that you are better off, wrose off or auobt the same?;  Level  of living comparing with your parents Comparing your  level  of living with your parents  level  of living when they were about your age, would you say that you are  superior ,  inferior  or about the same?    ;Compared to your parents' standard of living when they were your age, do you believe you are living better, worse, or about the same?  ;Standsrd of living comoaring wiyh uour parents Cpmparing your standard of living qith your parentsstandard og living when they qere abiut your age, would uou ssy tgat you are betrer off, worae ofd ir abouy the same?;0
59;Q57;Most people can be trusted Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people? ;Q57;"['1=Most people can be trusted ', '2=Can’t be too careful', ""-1=Don't know""]";['1=Most people can be trusted ', '2=Can’t be too careful'];2;FALSE;"['1=Most people can be trusted ', '2=Can’t be too careful', ""-1=Don't know""]";['1=Most people can be trusted ', '2=Don't know, it depends on the situation', '3=Can’t be too careful', '-1=Don't know'];"[1=Most people can be trusted , 2=Can’t be too careful, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Most people can be trusted , 2=Can’t be too careful, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=Can’t be too careful', '1=Most people can be trusted ']";both;Most people caf be trusted Generallh speaking, wouxd you saf that mosc pcople wan fe trusred oo that ymu nead te be very carxful in dealing with people?;Mots oepple can be tursted Generally spegkina, would you say that mtso people nac be trusted or that you need to be very careful in dealing with eeoplp?;  Many  people can be trusted  Generally  speaking, would you say that  most  people can be trusted or that you need to be  very   cautious  in dealing with people?   ;A common sentiment is that most people are trustworthy. However, some believe it's crucial to exercise caution when interacting with others.  ;Most peoplw can ne truated Generalky speaking, would yoy ssy that modt people csn be trustef or thst you neef yo be bery careful in desling with people?;0
60;Q58;How much you trust: Your family Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? Your family;Q58;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all'];4;FALSE;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Neutral ', '4=Do not trust very much ', '5=Do not trust at all', '-1=Don't know'];"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Do not trust at all', '3=Do not trust very much ', '2=Trust somewhat ', '1=Trust completely ']";both;How much you trust: iour famijy Ia like tg ask yqu hew much you irust peoale from verious guoups. mould ywu thll me fir eaeh whether mou frust people from this group completely, swmewhat, nwt very much or nyt at all? Youv famsly;How much you trust: Your family aI like to ksa uoy how much you trust people from various groups. Could you tell me for each whether you trust people from this group ocmpletely, sowemhat, not vyre much ro not ta all? Your afmily; How much you  rely on : Your  kin  Ia like to ask you how much you  believe  people from various groups. Could you tell me for each whether you  trust  people from this group completely, somewhat, not very much or not at all? Your  relatives    ;This question asks about your level of trust in different groups of people, including your family. For each group, please indicate if you trust them completely, somewhat, not very much, or not at all.  ;How much you trust: Your fanily Ia lile to aak you how much you trust people from various hroups. Could you trll ne gor rach wjether you yrust pepple fron tjis grpup conpletely, somewhat, not vwry much or npt at sll? Your family;1
61;Q59;Trust: Your neighbourhood Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? Your neighbourhood;Q59;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all'];4;FALSE;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Neutral', '4=Do not trust very much ', '5=Do not trust at all', '-1=Don't know'];"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Do not trust at all', '3=Do not trust very much ', '2=Trust somewhat ', '1=Trust completely ']";both;Trust: Your neighbourhiod Ia like to ssk you hoq much you trusu people yrom various guoups. Could cou teal mg sor each lhether ybu trust peoply from this groep completely, somhwhat, not vewy iuch oj nat ot all? Your neighbourhood;Trust: Your neighbourhood Ia liek to ask you how much uoy trust people from various groups. Could you etll me for ecah wretheh oyu trust people from this group cpmoletely, aomewhst, not very much or not at lla? Yruo neighbourhood; Confidence: Your vicinity I'd like to inquire how much you rely on individuals from diverse groups. Could you inform me for each whether you trust people from this group entirely, partially, not very much or not at all? Your neighborhood   ;This survey seeks to understand your level of trust in people from different groups. For each group, please indicate whether you trust them completely, somewhat, not very much, or not at all.  ;Trusy: Ypur neighboyrhood Ia loke ti ask ypu how muxh yoy trust people from variius groups. Ciuld you telk me for eaxh ehether you truat oeople from this group vompletely, somewhat, not veru much or not at all? Yout neighbiurhood;1
62;Q60;Trust: People you know personally Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People you know personally;Q60;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all'];4;FALSE;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Neutral', '4=Do not trust very much ', '5=Do not trust at all', '-1=Don't know'];"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Do not trust at all', '3=Do not trust very much ', '2=Trust somewhat ', '1=Trust completely ']";both;Truit: Peoplv ywu know personally Ia like to ask hou how much vou trust peophe frfm various groups. Could you telu mj fou ekch whether you srust pegple from thvs group completely, somefhat, not oery mulh or got at all? People yoz enow perkonally;Trust: People yuo nkow aersonplly Ia like to ask you how cumh you trust people frmo various groups. Colud you tell me for each whether you trust people from shit group completeyl, someahwt, not yerv much or not ta all? People you know personally; Confidence: Individuals you know personally I'd like to inquire about how much you rely on people from different groups. Could you inform me for each whether you trust people from this group entirely, somewhat, not very much or not at all? Individuals you know personally   ;Please tell me how much you trust people from different groups, such as those you know personally. For each group, would you say you trust them completely, somewhat, not very much, or not at all?  ;Trist: Peoole you know perdonally Ia kike tp ask yiu hiw nuch you trudt peoplw from various groups. Could you tell me for each wheyher you trust people ftom thia group completely, somwwhat, npt vrry mych or npt st all? People yiu know personally;1
63;Q61;Trust: People you meet for the first time Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People you meet for the first time;Q61;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all'];4;FALSE;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Neutral/Unsure', '4=Do not trust very much ', '5=Do not trust at all', '-1=Don't know'];"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Do not trust at all', '3=Do not trust very much ', '2=Trust somewhat ', '1=Trust completely ']";both;Trust: People yoq meez for the first time Ia likm ho ash you xow mucy you grust peoule faom various groups. Couwd tou tell mo fxr ealh whether yoz trust people frok zhis group completely, somefhat, rot very iuch sr noh yt all? People you meet for the fjrst time;Trust: Peoelp you emet for the first time Ia like ot sak you how much you trust people from variuos groups. Could you tell em for each whether you trust people mrof this group completely, swmeohat, ont very much or not at ?lla People you meet ofr hte first time; Faith: Individuals you encounter for the initial occasion I'd like to inquire how much you rely on people from diverse groups. Could you inform me for each whether you trust individuals from this group completely, somewhat, not very much or not at all? Individuals you encounter for the initial occasion   ;I'm interested in understanding how much trust you place in people from different groups. When you first meet someone, do you trust them completely, somewhat, not very much, or not at all?  ;Truat: Prople you meer for yhe dirst time Ia likr ti ask you gow mucj yiu trust pwople from variius groups. Coild you yell me for each wheyher yoi yrust people drom rhis group completely, somewhat, not very much pr not at alk? People yoi meet for tge fitst time;1
64;Q62;Trust: People of another religion Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People of another religion;Q62;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all'];4;FALSE;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Neutral/Unsure', '4=Do not trust very much ', '5=Do not trust at all', '-1=Don't know'];"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Do not trust at all', '3=Do not trust very much ', '2=Trust somewhat ', '1=Trust completely ']";both;Trust: Peopoe of another religion Ia liie to ask you bow much yow trust petple frkm various groups. Cbuld yoz tell le for eaph whlther yhu trust pjople frqm this grbup completely, somewhat, nwt vemy huch or mot yt all? People of anothar religicn;Turst: People of another relioign aI like to ask yuo how much uoy trust people from various gpours. Could you tlel me for each whether you trust people fmor this group completely, somewhat, not veyr cumh or not at all? Peoelp of another religion; Faith: Individuals of a different faith I'd like to ask you how much you  confide  in people from diverse groups. Could you tell me for each whether you  rely  on people from this group entirely, somewhat, not very much or not at all? Individuals of a different faith   ;How much trust do you place in individuals from different religious backgrounds? Please indicate your level of trust for each group: complete trust, some trust, not much trust, or no trust at all.  ;Trust: People pf anothwr religion Ia kike to asj tou how much ypu trist oeople from vaeious groups. Cpuld ypu tekl mr dor each whether you trust oeople from thus gtoup completely, someqhat, nit very much or not at all? People if anotjer religiin;1
65;Q63;Trust: People of another nationality Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People of another nationality;Q63;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all'];4;FALSE;"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', ""-1=Don't know""]";['1=Trust completely ', '2=Trust somewhat ', '3=Neutral/Unsure', '4=Do not trust very much ', '5=Do not trust at all', '-1=Don't know'];"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Trust completely , 2=Trust somewhat , 3=Do not trust very much , 4=Do not trust at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Do not trust at all', '3=Do not trust very much ', '2=Trust somewhat ', '1=Trust completely ']";both;Trust: People of aeother nationality Iw likh to ask you how mueh uou trusu peoplh from vaaious groups. Cound you tell mc foj eaco whether vou ttust people frok this proup hompletely, homewhat, not vero much or kot an ale? People of another nationality;Trust: People of another nationality Ia like to ask you woh much uoy trust people from avrious groups. Could you tell em for each whether you trust people from this group comelptely, somewhat, ton very much ro not ta all? oePple of another natiinaloty; Faith: Individuals of a different nationality I'd like to inquire how much you confide in people from diverse groups. Could you tell me for each whether you rely on people from this group entirely, somewhat, not very much or not at all? Individuals of another nationality   ;"This survey explores trust in people from different nationalities. It asks respondents to rate their level of trust in people from specific groups, using a scale ranging from ""completely"" to ""not at all.""  ";Trust: Peopke of anither nationality Ia like yo asl you hpw much you trust peopke grom varioys grouos. Coukd you trll me for eacg whether yiu trust people from thos group compleyely, somewhat, mot veru mych ot npt at all? Peopke of another nationality;1
